	NK_D_L	NK_D_H	NK_E_L	NK_E_H	NK_F_L	NK_F_H	NK_K_L	NK_K_H	NK_L_L	NK_L_H	NK_M_L	NK_M_H	NK_N_L	NK_N_H
ENSG00000224582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224589	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224590	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000224592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224593	0	0	1	0	0	0	0	6	0	0	0	0	0	0
ENSG00000224594	0	0	0	0	0	0	2	0	0	1	0	2	0	0
ENSG00000224595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224596	5	7	9	6	37	7	41	11	0	14	12	8	29	41
ENSG00000224597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224598	2	0	0	0	0	1	4	2	0	1	0	0	0	0
ENSG00000224599	4	2	2	2	2	4	0	2	3	0	0	0	4	8
ENSG00000224600	4	2	7	1	5	2	0	0	0	6	0	3	0	0
ENSG00000224602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224609	24	59	12	66	48	31	65	75	172	225	188	249	238	236
ENSG00000224610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224611	2	1	0	1	7	1	0	0	0	6	0	6	6	2
ENSG00000224612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224613	1	0	0	0	0	2	0	0	2	0	0	0	2	2
ENSG00000224614	123	169	165	82	101	142	70	71	89	148	170	190	203	185
ENSG00000224616	154	14	47	87	120	119	162	197	208	149	141	113	273	160
ENSG00000224617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224618	7	0	0	6	0	4	1	8	0	0	31	0	9	9
ENSG00000224620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224625	2	1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000224626	8	5	12	6	6	4	4	8	8	10	0	7	7	11
ENSG00000224627	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000224628	10	9	3	4	3	3	15	13	4	14	4	9	12	18
ENSG00000224629	3	0	0	7	4	0	0	2	0	0	0	4	0	2
ENSG00000224630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224635	12	11	1	6	19	13	13	21	22	5	5	0	9	13
ENSG00000224637	0	0	2	7	7	4	0	0	0	0	0	0	3	0
ENSG00000224640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224644	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000224645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224647	0	11	0	2	7	2	2	0	0	0	0	0	0	1
ENSG00000224648	0	4	0	0	0	0	0	1	0	0	17	0	1	0
ENSG00000224649	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ENSG00000224650	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224652	1	0	0	3	0	3	0	7	9	0	16	11	1	1
ENSG00000224653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224655	4	0	0	0	0	2	4	3	4	0	0	0	8	5
ENSG00000224656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224660	791	979	1109	1272	1335	1340	844	656	895	537	504	1127	1159	1300
ENSG00000224661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224662	0	0	0	0	0	0	4	0	0	0	2	0	0	0
ENSG00000224664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224666	0	0	0	0	0	0	1	8	0	0	0	0	0	3
ENSG00000224667	2	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000224668	0	1	0	0	0	0	0	0	0	2	0	0	0	2
ENSG00000224669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224670	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000224671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224675	0	0	1	0	1	0	0	0	1	1	1	0	2	0
ENSG00000224677	1	0	3	0	0	0	4	4	4	1	0	1	2	5
ENSG00000224678	0	0	1	0	0	7	0	0	2	2	2	0	2	0
ENSG00000224679	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000224680	4	12	18	11	1	9	6	2	4	10	3	2	23	10
ENSG00000224681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224683	0	0	0	0	0	0	0	0	0	0	0	9	2	0
ENSG00000224685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224688	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000224689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224690	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000224691	1	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000224692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224697	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000224698	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000224699	483	467	467	447	621	513	780	432	367	285	373	605	869	372
ENSG00000224700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224701	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224702	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224706	2	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000224707	19	3	15	6	10	10	5	4	0	1	0	3	8	9
ENSG00000224709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224712	4	1	0	1	2	2	2	3	7	3	2	2	3	4
ENSG00000224713	0	0	3	1	2	0	0	0	0	0	2	0	0	0
ENSG00000224714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224717	5	0	0	0	1	0	2	12	0	20	0	7	0	0
ENSG00000224718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224721	0	0	0	5	0	0	0	0	0	6	0	2	5	14
ENSG00000224722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224723	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000224725	0	1	0	0	0	1	2	1	0	1	0	0	12	0
ENSG00000224727	1	3	3	0	4	7	0	2	0	0	0	0	1	8
ENSG00000224728	20	20	2	3	4	4	23	8	0	10	2	0	6	1
ENSG00000224729	1	5	23	14	7	8	4	7	5	16	4	5	5	10
ENSG00000224730	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000224731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224732	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ENSG00000224733	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224738	40	51	48	67	55	61	131	122	112	107	75	139	152	77
ENSG00000224743	6	5	6	6	3	2	29	24	37	33	0	17	16	49
ENSG00000224746	28	11	19	12	53	32	21	24	15	0	15	7	43	10
ENSG00000224747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224751	0	8	0	23	22	6	33	9	39	5	0	23	79	51
ENSG00000224752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224758	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000224760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224763	0	0	0	1	0	0	2	0	2	0	4	0	4	0
ENSG00000224764	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000224765	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000224769	4	29	22	7	10	2	57	12	9	19	10	1	18	20
ENSG00000224771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224773	3	1	1	0	1	0	2	4	4	4	0	6	2	6
ENSG00000224775	2	0	0	4	1	0	6	0	0	0	0	0	0	2
ENSG00000224776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224781	8	15	8	8	5	7	11	9	4	6	10	2	18	2
ENSG00000224783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224785	1	1	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000224786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224789	0	0	4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000224790	64	63	84	188	106	91	144	115	111	237	116	57	298	132
ENSG00000224791	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ENSG00000224792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224794	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224796	38	24	32	9	93	66	63	43	22	57	35	33	66	26
ENSG00000224797	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224800	0	0	0	0	0	0	2	2	0	0	8	2	4	10
ENSG00000224802	14	0	0	0	16	1	6	2	2	0	0	17	17	0
ENSG00000224805	0	0	7	1	0	0	2	0	0	0	0	0	0	0
ENSG00000224806	3	1	2	2	4	3	2	7	1	8	10	3	14	6
ENSG00000224807	0	0	0	0	0	0	2	0	0	0	1	1	2	6
ENSG00000224808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224809	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224810	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000224812	11	44	22	7	30	8	48	6	3	46	3	40	53	19
ENSG00000224814	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224817	0	3	0	2	2	5	2	8	9	0	0	2	5	0
ENSG00000224818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224819	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000224820	9	6	8	4	7	5	8	11	19	19	10	12	11	12
ENSG00000224821	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224822	2	0	1	1	2	2	0	0	0	0	1	0	1	0
ENSG00000224825	0	1	0	0	1	0	0	0	0	2	4	0	2	0
ENSG00000224826	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224829	0	0	0	0	0	1	0	2	0	2	0	2	0	0
ENSG00000224830	0	7	4	2	0	0	6	0	0	0	0	0	0	0
ENSG00000224831	73	69	99	76	67	39	107	143	85	44	70	95	115	99
ENSG00000224832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224834	0	1	3	1	2	4	2	2	0	0	1	6	0	0
ENSG00000224836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224837	10	6	2	7	4	1	22	7	12	2	2	15	16	4
ENSG00000224839	3	3	1	5	2	3	0	1	10	5	6	4	6	3
ENSG00000224842	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000224843	1	5	2	0	2	4	4	11	2	16	14	4	0	1
ENSG00000224844	0	16	0	0	17	0	0	0	0	0	0	1	0	0
ENSG00000224846	1	0	0	0	0	9	0	0	8	4	0	6	0	8
ENSG00000224848	48	14	59	57	24	41	47	26	86	59	36	129	142	152
ENSG00000224851	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224853	0	7	7	0	0	5	1	0	0	4	30	19	20	7
ENSG00000224854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224855	32	21	21	8	48	8	20	11	17	15	23	24	22	23
ENSG00000224856	13	3	4	13	2	0	9	14	28	21	19	13	31	29
ENSG00000224857	3	0	0	0	6	0	0	2	0	0	2	0	3	1
ENSG00000224858	21	25	19	14	34	11	16	26	20	21	56	41	30	44
ENSG00000224860	0	0	0	0	0	0	0	0	0	0	0	2	11	0
ENSG00000224861	8	1	5	1	7	10	5	6	6	7	18	17	18	8
ENSG00000224863	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ENSG00000224864	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224865	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000224866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224870	1135	1046	1733	1030	1102	1227	2199	2258	1907	1746	900	1216	3054	2185
ENSG00000224873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224875	21	12	51	19	11	10	31	34	7	30	23	33	32	44
ENSG00000224876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224877	1562	1016	2017	1260	1423	1116	2224	2559	3008	5159	4858	3644	3514	2729
ENSG00000224879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224881	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000224883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224885	0	3	0	3	0	12	0	1	0	0	0	0	0	8
ENSG00000224886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224887	0	0	0	0	1	0	0	6	0	0	4	2	0	0
ENSG00000224888	13	10	18	41	21	28	33	39	0	26	22	14	29	25
ENSG00000224891	19	10	20	27	9	21	20	21	24	49	31	24	28	15
ENSG00000224892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224893	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224895	0	0	0	7	0	3	14	0	0	0	42	0	25	14
ENSG00000224896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224897	48	14	15	11	14	30	46	18	48	62	29	16	30	41
ENSG00000224899	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224901	3	0	0	0	0	1	0	2	0	0	8	0	4	0
ENSG00000224902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224903	49	28	90	62	105	97	81	44	17	118	40	30	94	57
ENSG00000224904	0	1	0	0	0	0	0	0	0	2	4	2	0	2
ENSG00000224905	19	11	9	16	39	53	38	78	63	27	647	482	76	30
ENSG00000224906	4	2	5	1	3	5	6	4	7	2	8	7	5	5
ENSG00000224907	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ENSG00000224908	1	0	0	3	1	2	6	8	7	7	9	7	7	13
ENSG00000224910	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000224914	362	271	235	229	202	267	319	379	425	403	556	684	553	356
ENSG00000224916	0	0	4	0	0	0	0	0	0	0	0	4	0	1
ENSG00000224917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224932	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000224933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224934	10	33	18	79	26	80	62	50	64	40	140	140	66	86
ENSG00000224935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224936	1	1	0	0	1	0	2	6	2	2	0	0	6	8
ENSG00000224939	0	0	14	0	0	0	20	0	0	16	0	26	16	2
ENSG00000224940	0	2	10	7	7	14	16	4	34	58	0	0	12	12
ENSG00000224942	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000224943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224944	5	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000224945	29	9	2	18	24	20	61	22	4	0	11	26	72	9
ENSG00000224946	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000224947	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224948	0	0	0	0	1	0	0	1	1	0	0	1	1	0
ENSG00000224949	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ENSG00000224950	49	27	99	27	93	91	58	32	27	47	71	50	160	86
ENSG00000224953	1	1	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000224955	0	0	0	6	0	0	3	0	0	0	0	0	17	0
ENSG00000224957	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ENSG00000224958	0	0	0	1	0	0	0	0	2	0	0	0	0	0
ENSG00000224960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224961	0	0	3	8	0	0	0	2	0	0	0	0	0	2
ENSG00000224962	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224963	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224965	3	1	2	11	4	0	2	2	0	0	17	13	0	9
ENSG00000224966	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000224967	4	12	0	11	2	1	6	1	0	2	0	14	0	12
ENSG00000224968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224969	38	0	41	13	18	9	13	45	55	35	115	116	22	31
ENSG00000224970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224971	2	2	5	4	3	2	2	2	13	10	8	11	11	2
ENSG00000224972	4	11	15	16	17	9	10	3	7	9	6	6	18	13
ENSG00000224973	9	0	8	3	19	0	22	0	0	2	11	4	16	0
ENSG00000224975	84	66	78	45	57	27	93	85	153	75	115	101	102	93
ENSG00000224976	3	1	0	6	0	2	6	7	0	4	10	3	9	2
ENSG00000224977	40	75	25	20	30	66	5	67	99	142	94	92	173	92
ENSG00000224978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224982	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000224984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224985	41	50	46	41	30	34	121	124	91	80	102	68	130	101
ENSG00000224986	0	0	3	0	0	0	2	0	0	0	0	0	0	0
ENSG00000224987	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000224988	33	51	83	35	30	40	42	45	7	2	30	31	30	47
ENSG00000224989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224992	48	44	26	8	17	50	82	109	94	135	109	134	120	93
ENSG00000224993	9	11	4	2	6	1	5	7	3	2	7	9	4	2
ENSG00000224995	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225000	0	0	0	0	1	0	0	0	0	2	0	1	2	1
ENSG00000225002	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000225003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225005	1	4	2	5	2	1	0	1	4	0	3	3	9	2
ENSG00000225006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225008	17	1	25	3	2	0	2	0	8	0	5	4	4	5
ENSG00000225011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225014	7	0	0	6	0	6	4	16	22	2	0	0	6	1
ENSG00000225016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225017	90	60	135	37	19	50	38	9	44	0	57	7	52	15
ENSG00000225018	0	0	0	2	0	0	4	3	1	5	11	4	6	7
ENSG00000225022	38	25	15	37	17	31	47	54	23	32	12	45	85	22
ENSG00000225024	17	10	2	10	22	13	7	9	5	24	32	19	23	11
ENSG00000225025	64	16	64	37	53	33	14	32	10	35	73	45	67	41
ENSG00000225026	6	10	17	6	5	6	15	18	31	19	18	13	26	9
ENSG00000225027	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000225028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225031	23	29	7	26	27	20	46	22	12	41	4	16	32	14
ENSG00000225032	55	29	71	14	38	47	29	33	4	23	43	16	23	33
ENSG00000225036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225037	97	113	55	113	47	51	73	37	0	4	29	52	62	28
ENSG00000225039	0	0	39	0	0	7	3	0	0	0	0	0	0	0
ENSG00000225043	3	0	0	5	3	5	0	0	0	4	3	0	9	1
ENSG00000225044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225045	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000225046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225051	7	0	1	3	0	10	0	1	0	0	5	0	4	0
ENSG00000225053	1	0	1	2	0	0	0	2	0	0	0	4	0	0
ENSG00000225055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225057	0	6	4	5	1	1	6	4	0	10	15	8	5	5
ENSG00000225058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225062	10	1	7	3	2	3	4	3	12	11	2	0	6	1
ENSG00000225063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225067	38	30	18	21	31	29	16	30	18	38	65	24	38	24
ENSG00000225069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225071	4	2	2	3	6	3	0	2	4	6	7	0	8	5
ENSG00000225072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225075	4	1	4	7	5	6	12	4	16	2	5	13	10	6
ENSG00000225076	0	0	0	2	0	0	6	0	0	0	11	0	0	0
ENSG00000225077	0	8	2	4	12	28	18	5	12	5	38	1	42	12
ENSG00000225078	0	0	0	0	0	0	2	9	3	0	11	0	0	0
ENSG00000225079	444	374	431	241	404	391	241	323	256	446	298	461	454	452
ENSG00000225080	9	15	26	18	6	25	2	1	0	1	25	6	7	0
ENSG00000225082	17	8	4	5	4	15	10	14	17	21	10	9	22	14
ENSG00000225083	0	0	0	0	4	0	0	0	0	0	1	0	0	0
ENSG00000225084	0	0	0	0	12	0	7	6	12	0	0	0	8	0
ENSG00000225085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225092	17	3	8	9	13	5	1	18	31	20	1	25	38	17
ENSG00000225093	62	51	50	43	52	48	90	79	107	75	146	153	92	70
ENSG00000225094	2	1	17	9	3	11	0	0	2	2	0	0	1	11
ENSG00000225096	1	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225098	9	13	3	6	6	16	4	2	0	2	4	0	3	3
ENSG00000225099	7	2	1	3	3	1	5	6	4	2	9	10	15	2
ENSG00000225100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225111	95	51	40	19	105	34	100	41	67	14	41	50	87	40
ENSG00000225112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225117	7	0	0	0	0	13	1	0	0	0	0	0	5	0
ENSG00000225118	0	0	4	5	0	1	3	0	0	0	0	0	0	2
ENSG00000225121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
